Year,Temperature,Precipitation,Scenario,Model
2083,24.97279356060606,2088.8672921349316,ssp245,inm-cm5-0
2083,25.34446022727273,2077.4702143087006,ssp245,miroc6
2083,24.37485795454545,1993.220240862515,ssp245,mpi-esm1-2-hr
2083,24.83750946969697,1909.9640489693945,ssp245,noresm2-mm
2083,27.51724431818182,1487.1255001176082,ssp370,access-cm2
2083,25.368626893939393,2398.8634759716288,ssp370,inm-cm5-0
2083,25.098626893939393,1663.6582094845144,ssp370,miroc6
2083,25.47069128787879,2091.9675236468356,ssp370,mpi-esm1-2-hr
2083,25.695842803030303,1387.6220667647249,ssp370,noresm2-mm
2083,27.74474431818182,1742.7019007264157,ssp585,access-cm2
2083,25.068626893939392,2132.8552773860624,ssp585,inm-cm5-0
2083,25.961126893939394,1929.098922189712,ssp585,miroc6
2083,26.053191287878786,2201.7972029888238,ssp585,mpi-esm1-2-hr
2083,27.054176136363637,1764.389361038021,ssp585,noresm2-mm
2084,24.878077651515152,1711.4537275103175,ssp126,access-cm2
2084,23.89696022727273,1637.6201912230895,ssp126,inm-cm5-0
2084,24.35862689393939,2177.241888174991,ssp126,miroc6
2084,23.418191287878788,2025.2275556835173,ssp126,mpi-esm1-2-hr
2084,24.460842803030303,1680.0625549280655,ssp126,noresm2-mm
2084,25.586410984848484,2023.3337759746767,ssp245,access-cm2
2084,24.464460227272728,2359.764094158214,ssp245,inm-cm5-0
2084,24.69529356060606,1984.6559869566147,ssp245,miroc6
2084,24.362357954545455,1960.2754564517793,ssp245,mpi-esm1-2-hr
2084,25.523342803030303,1621.9216582411382,ssp245,noresm2-mm
2084,27.384744318181816,2360.422968004375,ssp370,access-cm2
2084,24.60279356060606,2109.4978433641104,ssp370,inm-cm5-0
2084,26.36279356060606,1652.953715463981,ssp370,miroc6
2084,25.39902462121212,1896.6404652756305,ssp370,mpi-esm1-2-hr
2084,24.74500946969697,2339.50258281972,ssp370,noresm2-mm
2084,28.663910984848485,2054.578761813035,ssp585,access-cm2
2084,24.856126893939393,1901.8248357849684,ssp585,inm-cm5-0
2084,26.443626893939392,1652.76332076422,ssp585,miroc6
2084,25.864857954545453,2190.0249266991564,ssp585,mpi-esm1-2-hr
2084,27.026676136363633,1841.2522222508935,ssp585,noresm2-mm
2085,24.823910984848485,1656.5393609220564,ssp126,access-cm2
2085,24.42446022727273,2139.917713626391,ssp126,inm-cm5-0
2085,24.678626893939395,2003.2991713026965,ssp126,miroc6
2085,23.468191287878785,2026.2871982506674,ssp126,mpi-esm1-2-hr
2085,24.276676136363637,2193.055544508353,ssp126,noresm2-mm
2085,26.179744318181818,1780.3569303050683,ssp245,access-cm2
2085,24.41529356060606,1798.2390853445443,ssp245,inm-cm5-0
2085,24.551960227272726,2163.766672514495,ssp245,miroc6
2085,24.732357954545453,1950.6074594007407,ssp245,mpi-esm1-2-hr
2085,25.401676136363637,1895.2264297573465,ssp245,noresm2-mm
2085,26.576410984848483,2182.6123356607677,ssp370,access-cm2
2085,24.98362689393939,1603.0541976604075,ssp370,inm-cm5-0
2085,25.331126893939395,2047.1416780387192,ssp370,miroc6
2085,25.069857954545455,1965.1788282858738,ssp370,mpi-esm1-2-hr
2085,25.231676136363635,2321.4191166836063,ssp370,noresm2-mm
2085,28.408077651515153,1527.0717285548596,ssp585,access-cm2
2085,25.783626893939395,2011.2481796099726,ssp585,inm-cm5-0
2085,26.654460227272725,2290.45600405147,ssp585,miroc6
2085,25.96652462121212,2430.44225828493,ssp585,mpi-esm1-2-hr
2085,26.946676136363635,1947.5721341646527,ssp585,noresm2-mm
2086,25.40641098484848,1530.3767625788068,ssp126,access-cm2
2086,23.77529356060606,2395.002144565375,ssp126,inm-cm5-0
2086,25.74279356060606,2005.3748777217445,ssp126,miroc6
2086,23.429024621212122,2289.693794872991,ssp126,mpi-esm1-2-hr
2086,24.089176136363637,2385.1813919533824,ssp126,noresm2-mm
2086,25.58307765151515,2280.573162716397,ssp245,access-cm2
2086,23.886960227272727,1827.2561394602499,ssp245,inm-cm5-0
2086,24.88029356060606,1849.1652713884798,ssp245,miroc6
2086,25.27902462121212,1939.7742784367751,ssp245,mpi-esm1-2-hr
2086,25.519176136363637,1948.308912109746,ssp245,noresm2-mm
2086,26.497244318181817,2025.5708644904562,ssp370,access-cm2
2086,25.15279356060606,2425.208982499801,ssp370,inm-cm5-0
2086,25.663626893939394,1433.5814882740624,ssp370,miroc6
2086,25.22652462121212,2086.0194738482282,ssp370,mpi-esm1-2-hr
2086,25.37750946969697,2496.3838921085107,ssp370,noresm2-mm
2086,28.578077651515148,1997.8598647762178,ssp585,access-cm2
2086,24.88279356060606,1736.3971697264,ssp585,inm-cm5-0
2086,27.056960227272725,1736.5847394006018,ssp585,miroc6
2086,26.064857954545456,1955.5607093387537,ssp585,mpi-esm1-2-hr
2086,27.811676136363634,1577.891455265851,ssp585,noresm2-mm
2087,25.53474431818182,2094.5764119933765,ssp126,access-cm2
2087,24.543626893939393,1719.4626912700328,ssp126,inm-cm5-0
2087,24.459460227272725,2071.5216533185376,ssp126,miroc6
2087,23.855691287878788,2401.7420104760977,ssp126,mpi-esm1-2-hr
2087,23.72750946969697,1796.2510435814352,ssp126,noresm2-mm
2087,25.94891098484848,1789.7676690619899,ssp245,access-cm2
2087,24.65279356060606,1986.6627056473194,ssp245,inm-cm5-0
2087,25.779460227272725,1747.2782049648492,ssp245,miroc6
2087,24.962357954545453,1929.7428382512985,ssp245,mpi-esm1-2-hr
2087,25.566676136363636,1860.8048754070956,ssp245,noresm2-mm
2087,27.407244318181814,1936.6464543962381,ssp370,access-cm2
2087,24.39696022727273,2238.807209841663,ssp370,inm-cm5-0
2087,26.24279356060606,1668.6676811161542,ssp370,miroc6
2087,24.870691287878785,2177.2600442638113,ssp370,mpi-esm1-2-hr
2087,25.20750946969697,1932.5137921259902,ssp370,noresm2-mm
2087,28.797244318181814,1513.6181791962717,ssp585,access-cm2
2087,25.19279356060606,2523.3071669753454,ssp585,inm-cm5-0
2087,26.816960227272727,1783.8139747434504,ssp585,miroc6
2087,26.35152462121212,2291.851315074671,ssp585,mpi-esm1-2-hr
2087,27.692509469696972,1574.3444198120087,ssp585,noresm2-mm
2088,25.02724431818182,1780.3784854888563,ssp126,access-cm2
2088,24.26279356060606,2412.8674269109733,ssp126,inm-cm5-0
2088,23.643626893939395,1794.3997796631704,ssp126,miroc6
2088,24.002357954545456,1678.125198782998,ssp126,mpi-esm1-2-hr
2088,23.61500946969697,2255.813570435815,ssp126,noresm2-mm
2088,26.148077651515152,1857.6016880163602,ssp245,access-cm2
2088,24.573626893939394,2739.931225882258,ssp245,inm-cm5-0
2088,25.846126893939395,1778.4489210587742,ssp245,miroc6
2088,25.770691287878787,1589.2037446126799,ssp245,mpi-esm1-2-hr
2088,25.884176136363635,1196.5204934914289,ssp245,noresm2-mm
2088,27.684744318181817,1534.9422206513725,ssp370,access-cm2
2088,25.63029356060606,1578.6453331414039,ssp370,inm-cm5-0
2088,27.033626893939395,1540.0088410796977,ssp370,miroc6
2088,24.587357954545453,2097.9392430371745,ssp370,mpi-esm1-2-hr
2088,25.799176136363638,2378.130985623018,ssp370,noresm2-mm
2088,28.408077651515146,2600.2601600354456,ssp585,access-cm2
2088,25.223626893939393,1941.4232177087408,ssp585,inm-cm5-0
2088,27.115293560606062,1576.247595923178,ssp585,miroc6
2088,26.91402462121212,2000.5304092933222,ssp585,mpi-esm1-2-hr
2088,27.245842803030303,1940.1116222538346,ssp585,noresm2-mm
2089,24.794744318181817,1999.637915246574,ssp126,access-cm2
2089,24.017793560606062,2303.6964995779576,ssp126,inm-cm5-0
2089,24.639460227272725,1790.0495286856276,ssp126,miroc6
2089,24.10652462121212,1944.0198551209469,ssp126,mpi-esm1-2-hr
2089,24.484176136363633,1763.523676223475,ssp126,noresm2-mm
2089,25.933077651515152,1682.5804316150015,ssp245,access-cm2
2089,24.427793560606062,2060.93578948509,ssp245,inm-cm5-0
2089,24.888626893939392,2172.7569713794,ssp245,miroc6
2089,25.429857954545454,1928.8592888963467,ssp245,mpi-esm1-2-hr
2089,25.851676136363636,2032.1940391100675,ssp245,noresm2-mm
2089,27.95974431818182,2000.4524487062192,ssp370,access-cm2
2089,25.033626893939395,2004.3933297432823,ssp370,inm-cm5-0
2089,26.12362689393939,1709.6003905734012,ssp370,miroc6
2089,26.342357954545452,1538.1549940967748,ssp370,mpi-esm1-2-hr
2089,25.91167613636364,1779.7697569660565,ssp370,noresm2-mm
2089,28.268910984848485,2593.340321120235,ssp585,access-cm2
2089,25.703626893939397,2144.9003093618308,ssp585,inm-cm5-0
2089,27.59362689393939,2262.620976393224,ssp585,miroc6
2089,26.26902462121212,2057.3259166254256,ssp585,mpi-esm1-2-hr
2089,27.386676136363636,1915.7610971224415,ssp585,noresm2-mm
2090,24.919744318181817,1953.5726934162694,ssp126,access-cm2
2090,24.156126893939398,2070.8125508965627,ssp126,inm-cm5-0
2090,24.577793560606057,1984.2385889994252,ssp126,miroc6
2090,23.524857954545453,1787.7246732940705,ssp126,mpi-esm1-2-hr
2090,24.574176136363636,2502.4486619794857,ssp126,noresm2-mm
2090,25.676410984848484,1978.3296329336015,ssp245,access-cm2
2090,24.60529356060606,1879.5602030688076,ssp245,inm-cm5-0
2090,26.081960227272727,1903.624336107342,ssp245,miroc6
2090,25.14402462121212,1867.7869357040097,ssp245,mpi-esm1-2-hr
2090,25.282509469696972,1879.015977946993,ssp245,noresm2-mm
2090,26.961410984848484,1555.399135783088,ssp370,access-cm2
2090,24.601126893939394,2335.1166886941196,ssp370,inm-cm5-0
2090,26.53779356060606,1132.4437601285056,ssp370,miroc6
2090,26.24402462121212,1930.5591472503218,ssp370,mpi-esm1-2-hr
2090,26.143342803030304,2114.291562473102,ssp370,noresm2-mm
2090,28.727244318181818,1973.2817405263122,ssp585,access-cm2
2090,25.77612689393939,2457.0854808314875,ssp585,inm-cm5-0
2090,27.501126893939396,2342.8999071058197,ssp585,miroc6
2090,26.257357954545455,1935.001130199128,ssp585,mpi-esm1-2-hr
2090,27.657509469696972,1680.4934411219351,ssp585,noresm2-mm
2091,25.039744318181818,1645.039873283621,ssp126,access-cm2
2091,23.85862689393939,1644.8827830967516,ssp126,inm-cm5-0
2091,24.47279356060606,1957.4191611532347,ssp126,miroc6
2091,23.46152462121212,2110.6648001576427,ssp126,mpi-esm1-2-hr
2091,24.65000946969697,1662.8192468798768,ssp126,noresm2-mm
2091,25.949744318181818,2436.0049345285765,ssp245,access-cm2
2091,24.648626893939394,2414.710336012468,ssp245,inm-cm5-0
2091,25.181126893939393,1948.620577257002,ssp245,miroc6
2091,25.525691287878786,1941.4369500574076,ssp245,mpi-esm1-2-hr
2091,24.87750946969697,2022.465944665963,ssp245,noresm2-mm
2091,27.021410984848483,1890.6120888907562,ssp370,access-cm2
2091,25.076960227272725,2163.9968736799005,ssp370,inm-cm5-0
2091,27.621960227272726,1745.969729627447,ssp370,miroc6
2091,25.77152462121212,2257.2662507398204,ssp370,mpi-esm1-2-hr
2091,25.91000946969697,2392.7942010045745,ssp370,noresm2-mm
2091,28.698910984848485,1986.1787239297491,ssp585,access-cm2
2091,25.87279356060606,2285.966777967947,ssp585,inm-cm5-0
2091,26.854460227272725,1898.1162824301937,ssp585,miroc6
2091,27.040691287878786,2018.0169255783517,ssp585,mpi-esm1-2-hr
2091,26.945842803030303,2270.7720413727916,ssp585,noresm2-mm
2092,25.751410984848487,1631.097535354516,ssp126,access-cm2
2092,24.32029356060606,1645.0021647049934,ssp126,inm-cm5-0
2092,24.576126893939392,2030.8623032079752,ssp126,miroc6
2092,23.72652462121212,1809.0751784429833,ssp126,mpi-esm1-2-hr
2092,23.93917613636364,2623.866486783232,ssp126,noresm2-mm
2092,25.97807765151515,1388.4431679815716,ssp245,access-cm2
2092,24.62279356060606,2137.7397427285746,ssp245,inm-cm5-0
2092,26.40612689393939,1790.5939660951437,ssp245,miroc6
2092,24.429857954545454,2464.3556750522107,ssp245,mpi-esm1-2-hr
2092,25.49750946969697,1638.2200929181818,ssp245,noresm2-mm
2092,27.779744318181816,1899.027346415921,ssp370,access-cm2
2092,25.076126893939392,2078.92065988961,ssp370,inm-cm5-0
2092,26.921960227272724,1860.1086961013395,ssp370,miroc6
2092,25.657357954545457,1864.1000820129648,ssp370,mpi-esm1-2-hr
2092,25.775842803030304,1830.4331736601446,ssp370,noresm2-mm
2092,29.184744318181817,1753.7504003605038,ssp585,access-cm2
2092,25.441960227272727,2063.63750593757,ssp585,inm-cm5-0
2092,27.47529356060606,1439.5172962440508,ssp585,miroc6
2092,27.02152462121212,2015.9156555496636,ssp585,mpi-esm1-2-hr
2092,27.025842803030304,1955.1221387588366,ssp585,noresm2-mm
2093,25.192244318181817,1501.6451382021967,ssp126,access-cm2
2093,23.92029356060606,1680.9030612126244,ssp126,inm-cm5-0
2093,24.621960227272726,2133.918729897925,ssp126,miroc6
2093,23.357357954545453,2101.284796111885,ssp126,mpi-esm1-2-hr
2093,24.195842803030303,1686.2433596804553,ssp126,noresm2-mm
2093,25.883910984848484,1742.3251627206832,ssp245,access-cm2
2093,24.743626893939393,1820.9949507816375,ssp245,inm-cm5-0
2093,25.432793560606058,1966.8819117870812,ssp245,miroc6
2093,24.619857954545452,1869.4084673211896,ssp245,mpi-esm1-2-hr
2093,24.944176136363637,2268.853166277953,ssp245,noresm2-mm
2093,27.857244318181817,1586.506197392389,ssp370,access-cm2
2093,25.398626893939394,1816.6408783388888,ssp370,inm-cm5-0
2093,26.271126893939392,1701.857671812693,ssp370,miroc6
2093,25.059857954545453,1844.6202101766526,ssp370,mpi-esm1-2-hr
2093,25.433342803030303,2102.445492629466,ssp370,noresm2-mm
2093,28.637244318181818,2059.3167092020713,ssp585,access-cm2
2093,25.649460227272726,2281.15175627189,ssp585,inm-cm5-0
2093,27.531960227272723,1775.9667899233332,ssp585,miroc6
2093,27.465691287878787,1986.742209858162,ssp585,mpi-esm1-2-hr
2093,27.523342803030303,1462.6233084795263,ssp585,noresm2-mm
2094,25.66224431818182,1719.483383301992,ssp126,access-cm2
2094,24.20946022727273,2114.397543139644,ssp126,inm-cm5-0
2094,24.026960227272724,2479.7721683947466,ssp126,miroc6
2094,24.171524621212118,1966.246695635415,ssp126,mpi-esm1-2-hr
2094,24.36500946969697,2277.98762239388,ssp126,noresm2-mm
2094,25.65057765151515,2140.2392228398016,ssp245,access-cm2
2094,24.82029356060606,1912.9536234454924,ssp245,inm-cm5-0
2094,25.552793560606062,1882.9681817605608,ssp245,miroc6
2094,24.894857954545454,1848.9432831322738,ssp245,mpi-esm1-2-hr
2094,25.0458428030303,1378.0146897118743,ssp245,noresm2-mm
2094,28.427244318181817,1881.3491915926818,ssp370,access-cm2
2094,24.937793560606057,2776.570208007902,ssp370,inm-cm5-0
2094,25.77029356060606,1688.8743347521893,ssp370,miroc6
2094,25.642357954545457,2448.4524177331214,ssp370,mpi-esm1-2-hr
2094,26.0883428030303,1711.1593304415012,ssp370,noresm2-mm
2094,29.54974431818182,1812.00165888338,ssp585,access-cm2
2094,25.66279356060606,2438.843290356851,ssp585,inm-cm5-0
2094,28.396126893939392,1366.8981721640735,ssp585,miroc6
2094,25.94902462121212,2456.108943978678,ssp585,mpi-esm1-2-hr
2094,27.773342803030303,1688.3316698193116,ssp585,noresm2-mm
2095,25.78557765151515,2134.5723778592424,ssp126,access-cm2
2095,23.999460227272724,2149.018809177975,ssp126,inm-cm5-0
2095,23.904460227272725,2337.488335975255,ssp126,miroc6
2095,24.492357954545454,2094.836101957992,ssp126,mpi-esm1-2-hr
2095,24.34750946969697,1780.7819339674447,ssp126,noresm2-mm
2095,25.58474431818182,1455.074326898493,ssp245,access-cm2
2095,24.620293560606058,2021.3566252680405,ssp245,inm-cm5-0
2095,25.949460227272727,1766.8628105431792,ssp245,miroc6
2095,25.218191287878785,1590.486244082121,ssp245,mpi-esm1-2-hr
2095,25.3533428030303,1973.344846561506,ssp245,noresm2-mm
2095,27.58807765151515,1882.9403439931573,ssp370,access-cm2
2095,24.97779356060606,2015.7273412176262,ssp370,inm-cm5-0
2095,26.984460227272724,1400.7476043385475,ssp370,miroc6
2095,25.938191287878784,1993.8954846561007,ssp370,mpi-esm1-2-hr
2095,25.783342803030305,2089.3070023090763,ssp370,noresm2-mm
2095,29.67057765151515,1655.4780579297774,ssp585,access-cm2
2095,25.44029356060606,2381.022918955157,ssp585,inm-cm5-0
2095,28.261960227272727,1723.2127344612559,ssp585,miroc6
2095,25.848191287878787,2153.092454926208,ssp585,mpi-esm1-2-hr
2095,27.683342803030303,2335.216527223217,ssp585,noresm2-mm
2096,25.217244318181816,1721.487305477659,ssp126,access-cm2
2096,23.22279356060606,1914.7933256334484,ssp126,inm-cm5-0
2096,24.412793560606058,1684.4918530528128,ssp126,miroc6
2096,24.179857954545454,1878.3018795984412,ssp126,mpi-esm1-2-hr
2096,23.41250946969697,2022.014535603848,ssp126,noresm2-mm
2096,26.297244318181814,1960.9608525769706,ssp245,access-cm2
2096,24.409460227272728,2006.8349615818374,ssp245,inm-cm5-0
2096,25.33779356060606,1649.4848637559267,ssp245,miroc6
2096,24.424024621212123,2344.0981481190806,ssp245,mpi-esm1-2-hr
2096,25.090842803030302,2006.3455562847594,ssp245,noresm2-mm
2096,28.008910984848484,2260.5208986588955,ssp370,access-cm2
2096,24.728626893939392,2309.21991382344,ssp370,inm-cm5-0
2096,27.34362689393939,1827.3900770598352,ssp370,miroc6
2096,27.178191287878786,1467.8456164518996,ssp370,mpi-esm1-2-hr
2096,25.4058428030303,1843.3732244499388,ssp370,noresm2-mm
2096,30.269744318181818,1944.5337507944757,ssp585,access-cm2
2096,25.30779356060606,2404.5199678355693,ssp585,inm-cm5-0
2096,26.911960227272726,2252.1922320439558,ssp585,miroc6
2096,26.519857954545454,2641.6453691276506,ssp585,mpi-esm1-2-hr
2096,27.5133428030303,2338.5023237682767,ssp585,noresm2-mm
2097,24.836410984848484,1557.5288333162862,ssp126,access-cm2
2097,23.923626893939396,1916.3166468031554,ssp126,inm-cm5-0
2097,24.61196022727273,1452.9454668815854,ssp126,miroc6
2097,23.13402462121212,2158.407528415188,ssp126,mpi-esm1-2-hr
2097,25.028342803030302,1757.3541517878393,ssp126,noresm2-mm
2097,25.85307765151515,1640.4458957149382,ssp245,access-cm2
2097,24.54946022727273,2490.100964142113,ssp245,inm-cm5-0
2097,25.23029356060606,2062.542372806515,ssp245,miroc6
2097,24.279857954545452,2183.634279572329,ssp245,mpi-esm1-2-hr
2097,24.364176136363636,2151.8953435435706,ssp245,noresm2-mm
2097,27.96557765151515,1720.5786901342294,ssp370,access-cm2
2097,26.091960227272725,1616.780140394298,ssp370,inm-cm5-0
2097,26.083626893939392,1638.2005727380918,ssp370,miroc6
2097,26.044857954545453,2117.504508989408,ssp370,mpi-esm1-2-hr
2097,25.31417613636364,2173.7268986471076,ssp370,noresm2-mm
2097,29.311410984848482,2326.309207902291,ssp585,access-cm2
2097,25.756960227272728,2414.3360229898976,ssp585,inm-cm5-0
2097,27.771126893939392,1625.2315335773596,ssp585,miroc6
2097,26.31235795454545,2159.655905970846,ssp585,mpi-esm1-2-hr
2097,28.034176136363637,1442.97634991628,ssp585,noresm2-mm
2098,24.937244318181815,1981.1325196655694,ssp126,access-cm2
2098,23.452793560606057,2476.3254860832467,ssp126,inm-cm5-0
2098,25.86779356060606,1414.1044672700027,ssp126,miroc6
2098,23.237357954545455,1801.6736643044594,ssp126,mpi-esm1-2-hr
2098,24.232509469696968,1865.9491601371296,ssp126,noresm2-mm
2098,26.68057765151515,1455.245490060822,ssp245,access-cm2
2098,24.620293560606058,2248.9146579214516,ssp245,inm-cm5-0
2098,25.90279356060606,1966.3208418512797,ssp245,miroc6
2098,24.879857954545454,2526.0683053691823,ssp245,mpi-esm1-2-hr
2098,24.816676136363636,2072.1925221097767,ssp245,noresm2-mm
2098,28.324744318181818,1661.717216813091,ssp370,access-cm2
2098,24.971960227272728,2115.6551721131823,ssp370,inm-cm5-0
2098,25.89779356060606,1686.184369803453,ssp370,miroc6
2098,26.57735795454545,1933.3190423426,ssp370,mpi-esm1-2-hr
2098,26.317509469696972,1818.1462839089281,ssp370,noresm2-mm
2098,29.918910984848484,2098.4639007749865,ssp585,access-cm2
2098,26.67529356060606,2628.659514657459,ssp585,inm-cm5-0
2098,27.821960227272726,1905.8930221132173,ssp585,miroc6
2098,27.567357954545454,2107.1303790951943,ssp585,mpi-esm1-2-hr
2098,27.544176136363635,1900.3549528835438,ssp585,noresm2-mm
2099,24.37307765151515,2110.7092614503076,ssp126,access-cm2
2099,24.003626893939394,1622.6386691819673,ssp126,inm-cm5-0
2099,25.32029356060606,1391.3231980883907,ssp126,miroc6
2099,23.589857954545455,1988.9622324060633,ssp126,mpi-esm1-2-hr
2099,23.345009469696972,2061.2332705013628,ssp126,noresm2-mm
2099,25.997244318181817,1710.233837890123,ssp245,access-cm2
2099,24.721960227272728,2480.299757022371,ssp245,inm-cm5-0
2099,25.720293560606063,1933.4999048232578,ssp245,miroc6
2099,24.807357954545452,1803.5147736316064,ssp245,mpi-esm1-2-hr
2099,26.205842803030304,1373.6342678992814,ssp245,noresm2-mm
2099,27.66807765151515,2031.460038828734,ssp370,access-cm2
2099,26.013626893939392,2495.51576377643,ssp370,inm-cm5-0
2099,25.961960227272726,2231.15692769914,ssp370,miroc6
2099,26.754857954545454,2087.865753416067,ssp370,mpi-esm1-2-hr
2099,26.54667613636364,2102.36270748862,ssp370,noresm2-mm
2099,29.587244318181817,1916.1447947334334,ssp585,access-cm2
2099,26.547793560606063,2151.4583570029863,ssp585,inm-cm5-0
2099,27.812793560606057,1776.2917630318352,ssp585,miroc6
2099,27.743191287878787,1777.2535436153464,ssp585,mpi-esm1-2-hr
2099,27.496676136363636,1912.6362305446116,ssp585,noresm2-mm
2100,25.16724431818182,1968.0791809497807,ssp126,access-cm2
2100,23.46946022727273,1845.014678832714,ssp126,inm-cm5-0
2100,24.506126893939392,2363.0839632871425,ssp126,miroc6
2100,24.122357954545453,2304.398356883528,ssp126,mpi-esm1-2-hr
2100,23.78167613636364,2018.208465163314,ssp126,noresm2-mm
2100,26.143077651515153,2133.293513143063,ssp245,access-cm2
2100,23.79279356060606,2446.5665971625126,ssp245,inm-cm5-0
2100,26.206126893939395,2263.104274907791,ssp245,miroc6
2100,25.137357954545454,1819.648031188833,ssp245,mpi-esm1-2-hr
2100,25.357509469696968,1816.9149613990855,ssp245,noresm2-mm
2100,28.197244318181816,1699.8260135488142,ssp370,access-cm2
2100,26.173626893939396,2205.831139848029,ssp370,inm-cm5-0
2100,26.40112689393939,1752.5833353847886,ssp370,miroc6
2100,25.93402462121212,2004.4528561332656,ssp370,mpi-esm1-2-hr
2100,26.4158428030303,2052.3609706537904,ssp370,noresm2-mm
2100,29.038910984848485,2011.9287755585758,ssp585,access-cm2
2100,26.21362689393939,2466.293677972932,ssp585,inm-cm5-0
2100,27.90029356060606,1792.9061113267978,ssp585,miroc6
2100,27.030691287878785,2263.7551032966217,ssp585,mpi-esm1-2-hr
2100,27.90000946969697,2077.5975826594718,ssp585,noresm2-mm
